Company_ID,Month,GSTR_3B_Declared,GSTR_2A_Supplier_ITC,Bank_Inflow,Bank_Outflow,Is_Fraudulent_Flag,GSTR_Mismatch_Ratio,Bank_vs_GST_Ratio,Velocity_Ratio
COMP_2,2024-11,41603051.04,40918728.63,41247870.16,35186616.88,False,0.016448851535961685,0.9914626242277638,1.172260155854456
COMP_2,2024-12,42740295.6,40938925.35,43912971.46,34567396.46,False,0.04214688327986201,1.0274372426193514,1.2703580450571763
COMP_3,2024-01,28267537.23,27252517.67,28528138.83,21383960.9,False,0.035907604958339646,1.0092191122940637,1.334090425497812
COMP_3,2024-02,27911779.28,27036366.05,28997612.04,22115428.76,False,0.031363576689905685,1.0389023125006598,1.3111936939361561
COMP_3,2024-03,27338542.27,26881123.58,26891636.85,22282720.13,False,0.016731641558736313,0.9836529169848821,1.2068381008365652
COMP_3,2024-04,26548828.36,25854484.99,26540607.07,21202722.06,False,0.02615344679564613,0.9996903332271948,1.2517546446696834
COMP_3,2024-05,29808303.27,28660957.12,29179583.87,23188227.83,False,0.03849082383547551,0.9789079105138883,1.2583791579738348
COMP_3,2024-06,28516709.29,27837930.34,29334292.18,24333013.9,False,0.023802849869428228,1.0286703098062828,1.2055346327018441
COMP_3,2024-07,25059345.99,24254546.96,25801267.3,19091930.14,False,0.03211572362347983,1.0296065711489863,1.3514226041776936
COMP_3,2024-08,28878718.82,28162925.74,29299096.57,22209078.55,False,0.0247861785164887,1.0145566620396216,1.3192395706466817
COMP_3,2024-09,29147193.41,28390736.95,29134438.08,24064540.41,False,0.025952977679849994,0.9995623822225153,1.2106791309097296
COMP_3,2024-10,29415422.32,28943931.28,30553116.6,23651427.37,False,0.016028702048565355,1.0386767957170027,1.2918085166794515
COMP_3,2024-11,28040914.33,27513474.78,28521817.84,23677063.32,False,0.018809641646945437,1.0171500652346952,1.204617998858399
COMP_3,2024-12,29504189.74,28797663.55,29756753.18,19960028.6,False,0.023946639315504812,1.0085602567711796,1.4908170867642399
COMP_4,2024-01,20548277.01,19582759.81,20415920.82,16072096.83,False,0.04698774498368527,0.9935587694318317,1.2702710645459032
COMP_4,2024-02,21980457.53,21180382.91,22080451.0,19020945.82,False,0.03639936151956892,1.004549198753644,1.1608492052973418
COMP_4,2024-03,19666936.09,19397024.88,19739559.74,14317488.72,False,0.013724110800219767,1.0036926773782993,1.3787025607167678
COMP_4,2024-04,22659034.87,22115934.44,22895568.71,18463697.2,False,0.023968383168828218,1.0104388311928132,1.2400315723314845
COMP_4,2024-05,21653651.52,20881021.83,21803688.9,17567919.59,False,0.0356812655494329,1.006928964376351,1.2411081202411103
COMP_4,2024-06,22291919.96,22060799.97,22422582.92,17037322.74,False,0.010367881744359273,1.0058614493607756,1.3160859805320577
COMP_4,2024-07,23380856.21,22537311.15,23602428.6,19563348.16,False,0.036078450353722195,1.0094766585111299,1.2064615525167062
COMP_4,2024-08,20365167.53,19968251.16,20837067.39,15456467.38,False,0.01948996341008745,1.0231719115153284,1.348113092701193
COMP_4,2024-09,22415930.56,21602131.05,22600987.93,16960295.32,False,0.03630451601470334,1.0082556184542357,1.3325821379281184
COMP_4,2024-10,21541770.63,21009502.95,21158536.32,16354716.61,False,0.02470863185492936,0.982209711700008,1.2937267903092826
COMP_4,2024-11,21303357.91,20330180.85,21448711.56,18330881.17,False,0.04568186217925673,1.006823039382527,1.1700861617616298
COMP_4,2024-12,21961037.31,21299889.65,21844794.53,20555716.67,False,0.030105484120230758,0.9947068629610193,1.0627113526608385
COMP_5,2024-01,23809757.52,22839696.55,23794906.51,16924867.24,False,0.040742160821468074,0.9993762637024958,1.405913840662195
COMP_5,2024-02,20646394.7,19710292.1,20896682.42,14510049.18,False,0.045339760941410165,1.012122587194364,1.4401523193078305
COMP_5,2024-03,21252020.71,20975450.1,21273540.43,15992656.65,False,0.013013850013324186,1.0010125964158256,1.3302067045748334
COMP_5,2024-04,20276704.08,19856185.63,19336648.4,15949636.83,False,0.02073899428333519,0.9536386349432783,1.2123565817669728
COMP_5,2024-05,22046166.72,21005572.81,21898276.18,16371792.08,False,0.04720067316990698,0.9932917798418972,1.3375612599667672
COMP_5,2024-06,22352644.03,21901868.4,21894191.36,16559912.06,False,0.020166546266070638,0.9794900026419827,1.322119945960634
COMP_5,2024-07,21370500.57,20903332.76,22130830.65,15438654.46,False,0.021860405584313305,1.035578487153799,1.433468782779611
COMP_5,2024-08,20366998.44,19665140.5,19885007.05,16797677.53,False,0.03446054862073242,0.9763346871449949,1.1837949520516273
COMP_5,2024-09,20727723.52,20478353.64,20442851.98,14964839.04,False,0.012030741328606787,0.9862564965359013,1.366058836937625
COMP_5,2024-10,22990887.36,22142959.4,22570884.07,17869629.07,False,0.03688104537779793,0.9817317494786769,1.2630862520143933
COMP_5,2024-11,20469130.29,20232642.46,20712976.44,16738037.27,False,0.011553389257360491,1.0119128730212408,1.2374793333532033
COMP_5,2024-12,18935504.59,18498737.3,18730514.33,15883880.45,False,0.023066049701715347,0.9891742911298884,1.17921519302198
COMP_6,2024-01,48615426.69,7379371.32,184467718.44,124312322.22,True,0.8482092656091423,3.7944276333574645,1.4839053254080115
COMP_6,2024-02,39887105.13,6708166.67,87534221.31,78510330.12,True,0.8318211700714616,2.1945493668870824,1.1149388884401383
COMP_6,2024-03,60332381.59,6675255.16,174125988.7,132598744.02,True,0.8893586663731768,2.886111638743283,1.3131797640598815
COMP_6,2024-04,48463939.26,6918229.75,98315997.37,90107279.79,True,0.8572499500528633,2.028642303353696,1.0910993707504155
COMP_6,2024-05,48417120.54,6659472.12,90287871.47,55519292.12,True,0.8624562541983832,1.8647922566028747,1.6262431741494046
COMP_6,2024-06,44568355.04,6316287.66,71893503.37,60407256.57,True,0.8582786451433725,1.613106503604985,1.1901467847086045
COMP_6,2024-07,56290247.7,6551173.01,80204963.17,57526439.23,True,0.8836179750902038,1.4248465133330723,1.3942278167974171
COMP_6,2024-08,48533698.53,6915132.36,138764288.01,110456635.08,True,0.8575189493187797,2.8591327719280657,1.25627841779916
COMP_6,2024-09,63108549.93,6413532.47,179642877.84,136583522.69,True,0.8983730021191441,2.8465695700386062,1.3152602377409055
COMP_6,2024-10,64899051.56,6910146.64,106710777.26,87325833.33,True,0.8935246899007225,1.6442578850531355,1.221984056364641
COMP_6,2024-11,59712557.3,6371153.97,146298028.77,124504103.32,True,0.8933029456770561,2.450037904673696,1.1750458313726377
COMP_6,2024-12,69066263.07,6791887.75,164509340.95,124393686.62,True,0.9016612822512738,2.381905921032192,1.3224894614632374
COMP_7,2024-01,4900975.69,4669501.18,5014868.22,3867438.04,False,0.04723029140346556,1.0232387461607668,1.2966896615906323
COMP_7,2024-02,5349215.09,5135060.11,5305574.55,4349345.97,False,0.04003484182199888,0.9918416927968399,1.2198554372864854
COMP_7,2024-03,5073719.53,4855253.8,5168185.5,4231977.53,False,0.04305829849447757,1.0186186819041612,1.221222050954025
COMP_7,2024-04,4991977.45,4864342.23,4964916.89,3840554.22,False,0.02556806822114145,0.9945791902565585,1.292760188460459
COMP_7,2024-05,5555473.72,5400265.89,5673830.54,4164933.82,False,0.02793782093527752,1.021304541424417,1.3622855543271144
COMP_7,2024-06,4762804.33,4587053.34,4836216.13,3969096.35,False,0.036900737007602456,1.0154135662339923,1.2184675011813453
COMP_7,2024-07,4893383.97,4736887.9,4892521.07,4153288.94,False,0.031981154750870565,0.9998236598629313,1.1779868828517184
COMP_7,2024-08,5033356.25,4912371.47,5095149.89,4368419.89,False,0.02403660182010766,1.0122768262230593,1.1663596567957992
COMP_7,2024-09,4960783.72,4748093.08,4981006.13,3851791.02,False,0.042874402917932423,1.0040764546776089,1.2931659093057677
COMP_7,2024-10,5129472.08,5060770.46,5247896.65,3981141.85,False,0.013393506959102136,1.0230870873557811,1.3181884819832577
COMP_7,2024-11,4902237.09,4836841.1,5035588.86,3997996.8,False,0.013340030031064903,1.0272022277894357,1.2595276715760075
COMP_7,2024-12,5444690.01,5297852.82,5411768.78,4354509.85,False,0.026968879721400243,0.9939535161892532,1.2427960261024498
COMP_8,2024-01,47432060.92,45396674.62,48160939.39,39938201.21,False,0.042911614222981655,1.0153667889579865,1.2058865127870262
COMP_8,2024-02,48072157.87,47134738.35,47544077.35,32546789.72,False,0.019500258809580163,0.9890148363751827,1.4607915649509544
COMP_8,2024-03,45624734.63,44372179.02,44854490.8,32172858.27,False,0.02745343332202959,0.9831178452598924,1.3941717279018826
COMP_8,2024-04,46856898.69,46306984.66,47647443.94,34987293.08,False,0.011736031307538532,1.0168714804458179,1.3618499284640877
COMP_8,2024-05,43897717.15,41710151.02,43048637.8,33148842.39,False,0.04983325493954519,0.980657778920515,1.2986467519704312
COMP_8,2024-06,48964952.86,47031619.27,48824635.7,37701533.29,False,0.039484028413705616,0.9971343348292158,1.2950304707612472
COMP_8,2024-07,44793122.5,44041171.56,44132487.13,33126479.63,False,0.01678719629335949,0.985251410637872,1.3322419493615856
COMP_8,2024-08,49108974.04,48167270.68,48324963.79,36002169.9,False,0.019175789729041538,0.9840352956801457,1.342279162115749
COMP_8,2024-09,44758558.68,44253116.48,43272469.42,34362662.34,False,0.01129263798715341,0.9667976515815724,1.2592874129645388
COMP_8,2024-10,41853216.17,40425549.6,41312221.92,32638069.3,False,0.03411127508579229,0.9870740100879564,1.2657679066277396
COMP_8,2024-11,49326301.43,47019455.23,47619300.34,36423204.99,False,0.046767062056612886,0.9653936938202748,1.3073890407416056
COMP_8,2024-12,45925387.12,44710651.23,45826202.09,40246945.52,False,0.026450204694540215,0.9978403006219451,1.1386255617485785
COMP_9,2024-01,24195053.02,3253336.17,62569186.52,49575290.28,True,0.8655371340864291,2.5860322136214937,1.2621042641305082
COMP_9,2024-02,36880276.4,3713366.6,86546721.15,69433395.98,True,0.8993129400733015,2.346693940449969,1.246471077526704
COMP_9,2024-03,29583156.8,3554005.65,78464247.67,56695868.09,True,0.8798638808553386,2.6523284245986893,1.3839499937013842
COMP_9,2024-04,34035577.45,3747364.0,72191212.9,54687792.38,True,0.8898986213615717,2.121051508705929,1.3200608113473677
COMP_9,2024-05,22460359.41,3834148.65,66339559.63,56400628.75,True,0.8292926404244036,2.9536285871037182,1.1762201933569723
COMP_9,2024-06,22874726.01,3729647.36,83034892.72,71191220.87,True,0.8369533537420499,3.6299841442341276,1.166364202480291
COMP_9,2024-07,29815013.23,3837420.65,60057173.6,52555076.29,True,0.871292337843447,2.0143265789186438,1.142747317611261
COMP_9,2024-08,36212394.72,3561403.99,93494062.82,66187796.16,True,0.9016523481107134,2.5818249122409873,1.4125574022956349
COMP_9,2024-09,27947943.68,3324987.64,52911814.71,42360111.51,True,0.881029256460846,1.8932274701793017,1.2490952354649447
COMP_9,2024-10,25675596.02,3741222.68,50092689.74,37445547.03,True,0.8542887698853894,1.9509844951984878,1.3377475394369331
COMP_9,2024-11,21794326.64,3592060.02,40589979.69,30973753.25,True,0.8351837118285936,1.86241035846015,1.3104636707059816
COMP_9,2024-12,24909365.49,3574467.51,48969457.87,36719405.36,True,0.8565010613604352,1.9659054699590424,1.3336124606672426
COMP_10,2024-01,16888201.01,16394291.79,16795785.48,13614005.68,False,0.02924581604088821,0.9945278049482429,1.233713621183562
COMP_10,2024-02,19153382.53,18841582.56,19221617.76,15356833.0,False,0.01627910733321539,1.0035625681204416,1.2516653992613322
COMP_10,2024-03,18130254.69,17777718.03,18155276.44,14678336.13,False,0.019444661204591172,1.001380110231645,1.2368755588052092
COMP_10,2024-04,18825334.96,18094523.36,18976020.08,14321833.01,False,0.038820642583668616,1.008004379221946,1.3249713735510609
COMP_10,2024-05,17844468.62,17644273.56,18076826.82,13955972.25,False,0.011218886046044804,1.0130213011632956,1.295275255704578
COMP_10,2024-06,18219314.1,17747678.86,18326321.97,14130198.74,False,0.025886552995977058,1.0058733204451422,1.2969612820207734
COMP_10,2024-07,17659759.1,16889292.07,17203771.38,14194266.2,False,0.04362839977811482,0.9741792785837038,1.2120225114544836
COMP_10,2024-08,16670486.12,16348268.02,16553864.81,11577069.54,False,0.01932865650590876,0.9930043245793483,1.429883730327517
COMP_10,2024-09,18603921.25,18060997.73,18117370.26,16336860.02,False,0.029183284142314865,0.9738468582261925,1.1089872306448747
COMP_10,2024-10,17917525.26,17338615.56,18447681.16,16113352.67,False,0.03230969074129844,1.0295886788106583,1.1448691276693115
COMP_10,2024-11,16105591.67,15364961.61,15739715.95,11744839.64,False,0.04598589577926388,0.9772826899193328,1.3401387411247156
COMP_10,2024-12,17952183.23,17414876.04,18130476.48,14187384.76,False,0.029929907862242856,1.0099315636274284,1.277929337138148
COMP_11,2024-01,32510783.38,31976720.46,32103752.97,25045667.18,False,0.0164272547283048,0.9874801414274625,1.2818086041575913
COMP_11,2024-02,31835541.38,31296408.28,30242007.3,26558230.86,False,0.016934943670808646,0.9499448097653178,1.1387055983025822
COMP_11,2024-03,33922159.21,32408542.8,33864553.39,26159460.92,False,0.04462028494795217,0.9983018233113233,1.2945431941055765
COMP_11,2024-04,34529619.44,33948295.91,34894470.87,27981946.37,False,0.0168355035308203,1.0105663322074538,1.2470351119097254
COMP_11,2024-05,36672277.55,35894855.93,37860174.88,28122825.92,False,0.021199163835407802,1.032392243115536,1.3462435688879886
COMP_11,2024-06,34222190.08,33436887.68,34413668.26,22687678.18,False,0.022947169604406525,1.0055951468784547,1.516843921626716
COMP_11,2024-07,32509935.97,31390787.87,32310509.36,27045978.77,False,0.034424801729315675,0.9938656720153485,1.194651095459279
COMP_11,2024-08,30508735.13,30015271.33,32207325.69,21949500.93,False,0.01617450864145349,1.055675548421204,1.4673374271868957
COMP_11,2024-09,33025779.08,32517955.31,32756645.31,28082303.46,False,0.015376587143330445,0.991850797240905,1.1664514697024975
COMP_11,2024-10,32313172.26,31660910.65,33028152.32,27097241.63,False,0.02018562599647414,1.0221265821333507,1.2188750261782633
COMP_11,2024-11,32069535.97,31220538.73,33630583.54,26580950.55,False,0.02647363656256852,1.0486769615706417,1.2652136804334981
COMP_11,2024-12,32935120.4,31511507.18,33046921.48,26495306.29,False,0.043224776551902294,1.0033945854347022,1.2472745123613926
COMP_12,2024-01,22367176.06,22100474.64,22525158.83,18541609.95,False,0.011923785965853308,1.0070631522538298,1.2148436773235176
COMP_12,2024-02,22714904.02,21805851.82,22949378.5,18711962.84,False,0.0400200766509776,1.010322494860359,1.2264548337220387
COMP_12,2024-03,21527981.49,20766959.97,21234880.49,16927404.1,False,0.03535034254621145,0.9863851146408618,1.254467555100929
COMP_12,2024-04,22837716.04,22071915.64,22608979.69,20447770.64,False,0.03353226735364902,0.9899842720874815,1.1056940623188611
COMP_12,2024-05,22776121.99,21979776.25,22910751.85,15571634.07,False,0.034964061939501336,1.0059110089092038,1.4713131759772227
COMP_12,2024-06,23838067.77,23049040.82,23260947.6,17147424.59,False,0.03309945074461877,0.9757899769575159,1.3565271053612429
COMP_12,2024-07,21335872.14,20927055.16,21359307.16,14626741.79,False,0.019161015650893398,1.001098385847376,1.4602914310220123
COMP_12,2024-08,23751272.85,23197568.18,24186477.53,20295893.63,False,0.02331263143229824,1.0183234255590643,1.1916930970980313
COMP_12,2024-09,24054188.9,23262179.86,24038635.34,20410072.83,False,0.03292603393498748,0.9993533949506817,1.17778287037191
COMP_12,2024-10,22962563.85,22601474.79,23265075.02,17326221.59,False,0.0157251194752803,1.0131741025077214,1.3427667167007116
COMP_12,2024-11,23983565.38,23644997.99,23964948.24,16494933.44,False,0.014116641318155867,0.9992237542790229,1.4528671409499703
COMP_12,2024-12,22912734.81,22264762.47,22938010.25,21200797.47,False,0.028280008710143138,1.001103117554914,1.08194086569231
COMP_13,2024-01,14026240.31,13482001.69,13767550.06,12192942.9,False,0.038801461259150564,0.9815566934344075,1.1291407696872944
COMP_13,2024-02,14196265.12,13746116.07,13976566.79,10473539.69,False,0.031708977410249924,0.9845242161834182,1.3344643615453409
COMP_13,2024-03,12312771.05,11962100.47,12681180.07,9961358.59,False,0.028480232319433897,1.029920886086808,1.2730370744501958
COMP_13,2024-04,15301071.96,14773825.03,15334549.11,12796107.93,False,0.03445816942618977,1.0021878957296269,1.198375943334518
COMP_13,2024-05,13839751.16,13309833.38,13901721.14,11244966.61,False,0.038289545373588876,1.0044776802186377,1.2362615546920193
COMP_13,2024-06,12744543.13,12307805.46,13150631.84,9869873.99,False,0.03426860151400342,1.0318637322544806,1.3324010540482032
COMP_13,2024-07,12846004.6,12211493.57,12813687.41,11907405.55,False,0.049393648045245084,0.9974842613710414,1.0761106842362747
COMP_13,2024-08,13868769.57,13508734.82,13824942.07,10798999.9,False,0.025960107577156895,0.9968398422240136,1.280205659580971
COMP_13,2024-09,12830800.84,12426684.19,12406138.11,10117163.72,False,0.03149582438690556,0.96690286636855,1.2262465278908692
COMP_13,2024-10,13939172.69,13606331.34,13845561.48,12314577.12,False,0.023878128021097043,0.9932843066025607,1.1243228428194016
COMP_13,2024-11,13339300.83,13130750.46,12938283.31,10667003.04,False,0.01563428043627075,0.9699371410008152,1.2129256969888615
COMP_13,2024-12,12623322.47,12285560.0,12565019.25,10538079.85,False,0.02675701827333582,0.9953813094659856,1.1923441686253526
COMP_14,2024-01,34982729.79,33912015.22,34524379.23,27921402.96,False,0.030606947383107586,0.9868978046381325,1.236484357285879
COMP_14,2024-02,36977192.03,35783116.6,37058433.1,31670316.92,False,0.03229221486129161,1.0021970589311944,1.170131389069428
COMP_14,2024-03,35153147.89,34365806.07,34512968.4,25727352.25,False,0.0223974769617709,0.9817888431498872,1.341489272706278
COMP_14,2024-04,32740534.06,31365717.1,32447161.11,22715221.98,False,0.04199128082274163,0.9910394574058454,1.4284324278290663
COMP_14,2024-05,33604888.15,32144332.59,34589773.33,24110271.06,False,0.04346259250977447,1.0293077952113345,1.4346488187242794
COMP_14,2024-06,37468594.74,36023717.0,39289454.34,33627562.82,False,0.03856236803184688,1.0485969546665737,1.168370523369064
COMP_14,2024-07,35179478.76,33750690.57,32668926.71,27618286.91,False,0.040614251272664326,0.9286358940356285,1.182872986785371
COMP_14,2024-08,34904280.97,34449822.53,34325806.71,29531874.63,False,0.01302013470469716,0.9834268392322079,1.1623307351033971
COMP_14,2024-09,36315068.82,34788746.81,37006154.8,28585738.66,False,0.04202999084389448,1.0190302814356609,1.2945669848026593
COMP_14,2024-10,38053846.23,36833501.1,37467419.56,29255741.25,False,0.03206890369567763,0.9845895559030855,1.280686001395162
COMP_14,2024-11,40854063.21,39891098.22,40975812.71,34649946.16,False,0.02357084985770261,1.002980107495653,1.182564940742611
COMP_14,2024-12,36512222.83,35334014.9,37141668.06,30347863.23,False,0.03226886337448439,1.0172393018340922,1.2238643147508244
COMP_15,2024-01,131162955.07,13475197.13,206960690.51,153605180.67,True,0.8972636967289396,1.5778898119484097,1.34735487605247
COMP_15,2024-02,128074947.64,13945697.35,338918344.49,311439622.2,True,0.8911129958905053,2.646250111635025,1.0882312950666324
COMP_15,2024-03,90372467.74,12501130.29,257372667.19,188951282.72,True,0.8616710309829589,2.8479101392965904,1.3621112390609167
COMP_15,2024-04,124221173.28,13635237.99,350806032.83,280939087.86,True,0.890234187699503,2.8240437887288965,1.2486907188796952
COMP_15,2024-05,110514107.9,13735184.94,207445800.02,162285630.29,True,0.8757155516069637,1.8770979014526343,1.2782758299118917
COMP_15,2024-06,135276255.61,13152143.44,322001122.6,254033287.3,True,0.902775669087726,2.3803225565935664,1.2675548340725078
COMP_15,2024-07,99405585.51,12524791.2,186724993.81,150904179.84,True,0.8740031444335687,1.8784155120862482,1.2373745562952954
COMP_15,2024-08,73920457.84,12535143.32,131180915.7,109427694.24,True,0.830423895004382,1.7746226083168968,1.1987908126209752
COMP_15,2024-09,77374734.94,14239757.26,284298647.53,195141637.42,True,0.8159637345311467,3.6743085162160294,1.4568835735513754
COMP_15,2024-10,79690578.17,12585004.97,254848318.91,207855497.04,True,0.8420766261332296,3.1979730196754828,1.2260840887689997
COMP_15,2024-11,93219976.13,12324991.63,241626554.41,184456951.6,True,0.8677859387904995,2.59200403648505,1.3099346541519303
COMP_15,2024-12,74210137.43,13867176.16,195866054.08,158144715.17,True,0.8131363633023797,2.639343637717341,1.2385241747150812
COMP_16,2024-01,10829693.92,10307600.3,10880090.19,8866587.24,False,0.0482094529962486,1.004653526717586,1.2270886947153417
COMP_16,2024-02,10142092.86,9848281.57,9884885.02,7439658.26,False,0.028969493186044356,0.9746395696085157,1.328674429102819
COMP_16,2024-03,11589088.28,11195853.8,11425849.22,8809473.6,False,0.033931442275629865,0.9859144174195558,1.2969955347847875
COMP_16,2024-04,10662843.75,10523047.32,10873055.9,8213340.87,False,0.013110614136121024,1.0197144546922579,1.3238284820110624
COMP_16,2024-05,10819797.64,10674074.35,11240876.31,9350757.49,False,0.013468208449783999,1.0389174256312617,1.2021352409027943
COMP_16,2024-06,11072145.3,10640728.75,11080945.81,8863998.84,False,0.038964133716706255,1.0007948333192485,1.2501067249568
COMP_16,2024-07,10846311.27,10437112.4,11005633.35,8755650.84,False,0.037727007810647056,1.0146890565865163,1.2569747576897712
COMP_16,2024-08,10498700.68,10375166.48,10236023.96,9766929.41,False,0.011766617962099978,0.9749800734389544,1.0480287593243947
COMP_16,2024-09,10311146.66,9906527.5,10236605.17,8149528.29,False,0.039240947039347045,0.9927707855917549,1.256097721197343
COMP_16,2024-10,10620958.22,10335567.69,10760492.83,8917170.2,False,0.02687050679312447,1.013137666782009,1.2067159627932231
COMP_16,2024-11,10667603.82,10338002.78,10526017.84,9253002.63,False,0.03089738291386987,0.9867274804736795,1.137578483798779
COMP_16,2024-12,11397726.44,11117480.4,11202648.71,10680740.12,False,0.02458788965284195,0.9828845049908043,1.0488643610154276
COMP_17,2024-01,19907268.22,19457132.76,19961011.76,17366083.41,False,0.022611613759630007,1.0026996943732345,1.149425010770174
COMP_17,2024-02,20368751.61,19905360.47,20722257.42,16583251.92,False,0.02275010019624863,1.017355300745405,1.2495894213256684
COMP_17,2024-03,18809551.83,18603097.61,19029812.99,15125027.72,False,0.01097603078828906,1.0117100695428956,1.2581670648226047
COMP_17,2024-04,21245085.71,20234611.91,21764813.15,16270090.22,False,0.04756270762063217,1.0244634193099706,1.337719183973942
COMP_17,2024-05,19656316.35,18966375.35,18679550.13,15287206.16,False,0.035100218561551585,0.9503077686272584,1.2219073068412583
COMP_17,2024-06,21636297.11,21055269.92,21258687.2,18167628.64,False,0.026854280427285077,0.98254738747207,1.1701409386502661
COMP_17,2024-07,19867599.62,19440653.66,19547815.94,14896586.36,False,0.02148955929080681,0.9839042619080121,1.3122345049638269
COMP_17,2024-08,19396177.15,19169557.5,18646057.82,14345998.55,False,0.011683727584432715,0.9613264343690531,1.2997391889643548
COMP_17,2024-09,19090815.12,18174485.63,19351451.8,16212227.94,False,0.047998447643025625,1.0136524647251417,1.193633020580821
COMP_17,2024-10,19954707.68,19001086.55,20876504.52,15301372.7,False,0.04778928087008684,1.0461944547012276,1.364354921937499
COMP_17,2024-11,21347574.69,20696312.69,22039709.41,16397349.66,False,0.030507540526609582,1.0324221711389172,1.3441018532197444
COMP_17,2024-12,19634996.74,19265476.93,19853093.18,15096494.38,False,0.01881944850274514,1.011107536348896,1.315079604919536
COMP_18,2024-01,25044536.62,24034502.0,24456706.18,18993331.32,False,0.04032953914561191,0.9765285958802459,1.287646936722476
COMP_18,2024-02,26122563.13,25008871.4,25754124.89,19979032.53,False,0.0426333252390919,0.9858957852578841,1.2890575938685058
COMP_18,2024-03,28529144.64,27581878.66,29064259.13,21949198.85,False,0.03320344833163566,1.0187567659932477,1.3241603032741076
COMP_18,2024-04,25026286.17,23886340.76,25298321.45,21376965.2,False,0.045549923079138195,1.0108699819922182,1.183438342621321
COMP_18,2024-05,24435659.88,23792070.33,24486845.4,17863299.13,False,0.026338128504021424,1.002094705862308,1.370790683792872
COMP_18,2024-06,24588309.25,23630919.06,24174778.74,19660470.21,False,0.03893680448971908,0.9831818241020374,1.2296133943983938
COMP_18,2024-07,26407563.27,26063070.41,25847286.25,21104366.18,False,0.013045234673028558,0.9787834638784527,1.224736379420783
COMP_18,2024-08,27037463.01,26247334.71,27689405.5,22093845.47,False,0.02922346300419407,1.0241125615135884,1.253263234973498
COMP_18,2024-09,27210344.3,26322490.4,26594402.17,22562719.79,False,0.0326292784174731,0.9773636774599725,1.1786877308603172
COMP_18,2024-10,25062538.09,24012491.91,25530203.37,20578455.2,False,0.04189704076375928,1.0186599329373827,1.2406277284298908
COMP_18,2024-11,26038601.59,24906429.31,26410957.25,22219617.14,False,0.0434805331648381,1.0143001404554306,1.1886323645884223
COMP_18,2024-12,27013093.4,26074538.19,26662360.08,22259548.17,False,0.03474445507229458,0.9870161734235147,1.1977942534403987
